 # Re 	 CD 
 7050.2 	 6.84781e+009 
 7060.2 	 6.8856e+009 
 7070.2 	 6.92353e+009 
 7080.2 	 6.96159e+009 
 7090.2 	 6.99978e+009 
 7100.2 	 7.03812e+009 
 7110.2 	 7.07658e+009 
 7120.2 	 7.11519e+009 
 7130.2 	 7.15393e+009 
 7140.2 	 7.1928e+009 
 7150.2 	 7.23181e+009 
 7160.2 	 7.27096e+009 
 7170.2 	 7.31024e+009 
 7180.2 	 7.34966e+009 
 7190.2 	 7.38922e+009 
 7200.2 	 7.42891e+009 
 7210.2 	 7.46874e+009 
 7220.2 	 7.50871e+009 
 7230.2 	 7.54881e+009 
 7240.2 	 7.58905e+009 
 7250.2 	 7.62943e+009 
 7260.2 	 7.66995e+009 
 7270.2 	 7.7106e+009 
 7280.2 	 7.7514e+009 
 7290.2 	 7.79233e+009 
 7300.2 	 7.83339e+009 
 7310.2 	 7.8746e+009 
 7320.2 	 7.91595e+009 
 7330.2 	 7.95743e+009 
 7340.2 	 7.99905e+009 
 7350.2 	 8.04081e+009 
 7360.2 	 8.08271e+009 
 7370.2 	 8.12475e+009 
 7380.2 	 8.16693e+009 
 7390.2 	 8.20925e+009 
 7400.2 	 8.2517e+009 
 7410.2 	 8.2943e+009 
 7420.2 	 8.33704e+009 
 7430.2 	 8.37991e+009 
 7440.2 	 8.42293e+009 
 7450.2 	 8.46608e+009 
 7460.2 	 8.50938e+009 
 7470.2 	 8.55282e+009 
 7480.2 	 8.59639e+009 
 7490.2 	 8.64011e+009 
 7500.2 	 8.68397e+009 
 7510.2 	 8.72796e+009 
 7520.2 	 8.7721e+009 
 7530.2 	 8.81638e+009 
 7540.2 	 8.8608e+009 
 7550.2 	 8.90537e+009 
 7560.2 	 8.95007e+009 
 7570.2 	 8.99491e+009 
 7580.2 	 9.0399e+009 
 7590.2 	 9.08503e+009 
 7600.2 	 9.1303e+009 
 7610.2 	 9.17571e+009 
 7620.2 	 9.22126e+009 
 7630.2 	 9.26695e+009 
 7640.2 	 9.31279e+009 
 7650.2 	 9.35877e+009 
